FoldablePackagePolicy,2024090401,,
50968,Y29tLnBsYXlyaXguZmlzaGRvbWRkLmdwbGF5,ignoreAppRotation
50969,Y29tLmJnZy5qdW1w,ignoreAppRotation
50970,Y29tLmlubmVyc2xvdGguc3BhY2VtYWZpYQ==,ignoreAppRotation
50971,Y29tLnBsYXlyaXguZ2FyZGVuc2NhcGVz,ignoreAppRotation
50972,Y29tLnJpb3RnYW1lcy5sZWFndWUud2lsZHJpZnQ=,ignoreAppRotation
50973,Y29tLnRvY2Fib2NhLnRvY2FsaWZld29ybGQ=,ignoreAppRotation
50974,Y29tLmlnZy5hbmRyb2lkLmxvcmRzbW9iaWxl,ignoreAppRotation
50975,Y29tLnN1cGVyY2VsbC5oYXlkYXk=,ignoreAppRotation
50976,Y29tLmNhbWVyYXNpZGVhcy5pbnN0YXNob3Q=,ignoreAppRotation
50977,Y29tLnBhbm9yYW1pay5taWdodHlwYXJ0eQ==,ignoreAppRotation
50978,Y29tLnBsYXJpdW0ucmFpZGxlZ2VuZHM=,ignoreAppRotation
50979,Y29tLm5leHRlcnMuaGVyb3dhcnM=,ignoreAppRotation
50980,Y29tLk1lbHNvZnRHYW1lcy5GYW1pbHlJc2xhbmRGYXJt,ignoreAppRotation
50981,Y29tLmlxaXlpLmkxOG4=,ignoreAppRotation
50982,Y29tLm5leG9uLmthcnQ=,ignoreAppRotation
50983,Y29tLnR1bWJscg==,ignoreAppRotation
50984,Y29tLm1vdmlsZS5wbGF5a2lkcy5wa3hk,ignoreAppRotation
50985,Y29tLm1hdHRlbGp2LnVubw==,ignoreAppRotation
50986,Y29tLmRldnNpc3RlcnMuY2s=,ignoreAppRotation
50987,Y29tLmdzbi5hbmRyb2lkLnRyaXBlYWtz,ignoreAppRotation
50988,Y29tLmdhbWVsb2Z0LmFuZHJvaWQuQU5NUC5HbG9mdEE5SE0=,ignoreAppRotation
50989,Y29tLmVhLmdhbWUubmZzMTRfcm93,ignoreAppRotation
50990,Y29tLmZhcm1hZHZlbnR1cmUuZ2xvYmFs,ignoreAppRotation
50991,Y29tLnNvY2Nlci5zY29yZS5zdGFy,ignoreAppRotation
50992,bmV0Lndvb2dhLmp1bmVzX2pvdXJuZXlfaGlkZGVuX29iamVjdF9teXN0ZXJ5X2dhbWU=,ignoreAppRotation
50993,Y29tLmV2ZXJ5d2Vhci5nYW1lNQ==,ignoreAppRotation
50994,Y29tLm91dGZpdDcubXl0YWxraW5ndG9tZnJpZW5kcw==,ignoreAppRotation
50995,Y29tLmxpbGl0aGdhbWUucm9jLmdw,ignoreAppRotation
50996,Y29tLnNjb3BlbHkuc3RhcnRyZWs=,ignoreAppRotation
50997,Y29tLmhhZWdpbi5wbGF5dG9nZXRoZXI=,ignoreAppRotation
50998,Y29tLmZveG5leHRnYW1lcy5tMw==,ignoreAppRotation
50999,Y29tLmJpZ2Zpc2hnYW1lcy5tZXJnZXRhbGVzZ29vZw==,ignoreAppRotation
51000,Y29tLnBsYXkucm9zZWE=,ignoreAppRotation
51001,Y29tLm9semhhcy5jYXJwYXJraW5nLm11bHR5cGxheWVy,ignoreAppRotation
51002,Y29tLnJ1bW1pa3ViZnJlZQ==,ignoreAppRotation
51003,Y29tLmNvY29wbGF5LmZhc2hpb24uc3R5bGU=,ignoreAppRotation
51004,Y29tLnRlbmNlbnQuYmFpeWVpbnQ=,ignoreAppRotation
51005,Y29tLmhlcm9nYW1lLmdwbGF5LnB1bmlzaGluZy5ncmF5cmF2ZW4ua3I=,ignoreAppRotation
51006,Y29tLndpbGRzcGlrZS53b3Jtc3pvbmU=,ignoreAppRotation
51007,Y29tLm1pbmljbGlwLm1pbmlmb290YmFsbA==,ignoreAppRotation
51008,Y29tLmFjY3V3ZWF0aGVyLmFuZHJvaWQ=,ignoreAppRotation
51009,YWlyLmNvbS5sdW5pbWUuZ2FjaGFjbHVi,ignoreAppRotation
51010,Y29tLmRyYWdvbnNjYXBlcy5nbG9iYWw=,ignoreAppRotation
51011,ZGsudGFjdGlsZS5tYW5zaW9uc3Rvcnk=,ignoreAppRotation
51012,Y29tLndpemFyZHMubXRnYQ==,ignoreAppRotation
51013,YWlyLmNvbS5sdW5pbWUuZ2FjaGFsaWZl,ignoreAppRotation
51014,Y29tLnRpbnljby5wb3R0ZXI=,ignoreAppRotation
51015,Y29tLmRpYW5kaWFuLmdvZw==,ignoreAppRotation
51016,Y29tLnRlbnNxdWFyZWdhbWVzLmxldHNmaXNoMg==,ignoreAppRotation
51017,Y29tLnBpeGVsLmd1bjNk,ignoreAppRotation
51018,Y29tLmtpbmcuY2FuZHljcnVzaDQ=,ignoreAppRotation
51019,Y29tLndpbGRsaWZlLmdhbWVzLmJhdHRsZS5yb3lhbGUuZnJlZS56b29iYQ==,ignoreAppRotation
51020,ZXUubm9yZGV1cy50b3BlbGV2ZW4uYW5kcm9pZA==,ignoreAppRotation
51021,ZGsudGFjdGlsZS5saWx5c2dhcmRlbg==,ignoreAppRotation
51022,em9tYmllLnN1cnZpdmFsLmNyYWZ0Lno=,ignoreAppRotation
51023,Y29tLmZ1bnBsdXMua2luZ29mYXZhbG9u,ignoreAppRotation
51024,Y29tLnBpeG9uaWMud3dy,ignoreAppRotation
51025,Y29tLmdhbWVkZXZsdGQud3do,ignoreAppRotation
51026,a2p2LmJpYmxlLmtpbmdqYW1lc2JpYmxl,ignoreAppRotation
51027,Y29tLmthYmFtLm1hcnZlbGJhdHRsZQ==,ignoreAppRotation
51028,Y29tLm5ldG1hcmJsZS5taGVyb3NnYg==,ignoreAppRotation
51029,Y29tLmFsYmlvbm9ubGluZQ==,ignoreAppRotation
51030,Y29tLlBveGVsU3R1ZGlvcy5EdWRlVGhlZnRBdXRv,ignoreAppRotation
51031,Y29tLmhpZ2hicm93LmdhbWVzLmR2eA==,ignoreAppRotation
51032,Y29tLmxvY2t3b29kcHVibGlzaGluZy5hdmFraW5saWZl,ignoreAppRotation
51033,Y29tLmVhLmdhbWVzLnIzX3Jvdw==,ignoreAppRotation
51034,Y29tLm15dG9uYS5jb29raW5nZGlhcnkuYW5kcm9pZA==,ignoreAppRotation
51035,Y29tLkNoaWxseVJvb20uRHVuZ2VvblNob290ZXI=,ignoreAppRotation
51036,Y29tLnp1dWtzLmJ1cy5zaW11bGF0b3IudWx0aW1hdGU=,ignoreAppRotation
51037,bmV0LndhcmdhbWluZy53b3QuYmxpdHo=,ignoreAppRotation
51038,Y29tLmR0cy5mcmVlZmlyZW1heA==,ignoreAppRotation
51039,Y29tLmF4bGVib2x0LnN0YW5kb2ZmMg==,ignoreAppRotation
51040,Y29tLm4zdHdvcmsudGV0cmlz,ignoreAppRotation
51041,Y29tLmhpdGFwcHMubG9naWNncmFtLmdhbWU=,ignoreAppRotation
51042,Y29tLlNob290ZXIuTW9kZXJuV2Fyc2hpcHM=,ignoreAppRotation
51043,Y29tLm5la2tpLnNoYWRvd2ZpZ2h0Mw==,ignoreAppRotation
51044,Y29tLnNwYWNlZ2FtZS5ob21lZGVzaWdu,ignoreAppRotation
51045,Y29tLnByb2R1Y3RtYWRuZXNzLmxpZ2h0bmluZ2xpbms=,ignoreAppRotation
51046,Y29tLm5pbnRlbmRvLnphY2E=,ignoreAppRotation
51047,Y29tLmRpZ2l0YWxraW5nZG9tLm1ha2VvdmVy,ignoreAppRotation
51048,Y29tLnBhcmFkeW1lLnNvbGFyc21hc2g=,ignoreAppRotation
51049,Y29tLk5ldXJvbm9uZmlyZS5TdXByZW1lRHVlbGlzdA==,ignoreAppRotation
51050,Y29tLm1taXJjaWwuY25iMg==,ignoreAppRotation
51051,Y29tLnViaXNvZnQuaHVuZ3J5c2hhcmt3b3JsZA==,ignoreAppRotation
51052,Y29tLmZ1bmdhbWVzLmJhdHRsZXRhbmtzYmV0YQ==,ignoreAppRotation
51053,ZGUuY3VsdHVyZTRsaWZlLmx1Y2E=,ignoreAppRotation
51054,Y29tLnBpeGVsZmVkZXJhdGlvbi50czI=,ignoreAppRotation
51055,Y29tLnRlbnNxdWFyZWdhbWVzLmh1bnRpbmcuY2xhc2gud2lsZC5odW50ZXIuZGVlcg==,ignoreAppRotation
51056,Y29tLmtpdGthZ2FtZXMuZmFsbGJ1ZGRpZXM=,ignoreAppRotation
51057,Y29tLm1vamFuZy5taW5lY3JhZnR0cmlhbHBl,ignoreAppRotation
51058,Y29tLnByb3hpbWFiZXRhLmdhbWUuY29udHJh,ignoreAppRotation
51059,Y29tLmdsdS56YnM=,ignoreAppRotation
51060,Y29tLmFxdXBlcGdhbWVzLnByb2plY3RwZXBl,ignoreAppRotation
51061,Y29tLnZpZGlvLmFuZHJvaWQ=,ignoreAppRotation
51062,Y29tLmJlc3RidXkuYW5kcm9pZA==,ignoreAppRotation
51063,Y29tLnNtYXJ0ZnVuYXBwcy5jcmF6eWRpbmVy,ignoreAppRotation
51064,Y29tLm1heGdhbWVzLnN0aWNrd2FybGVnYWN5,ignoreAppRotation
51065,Y29tLm5la2tpLnNoYWRvd2ZpZ2h0YXJlbmE=,ignoreAppRotation
51066,Y29tLnFqemo0Mzk5a3IuZ29vZ2xl,ignoreAppRotation
51067,Y29tLnpha2cuc2Nhcnl0ZWFjaGVyLmhlbGxnYW1l,ignoreAppRotation
51068,anAuZ2FydWQuc3NpbXVsYXRvcg==,ignoreAppRotation
51069,bGV5aS53ZXN0Z2FtZQ==,ignoreAppRotation
51070,Y29tLmx1ZGlhLmp1cmFzc2ljd29ybGQ=,ignoreAppRotation
51071,Y29tLnNxdWFyZV9lbml4LmFuZHJvaWRfZ29vZ2xlcGxheS5uaWVyc3B3dw==,ignoreAppRotation
51072,Y29tLm9oYmliaS5mcHM=,ignoreAppRotation
51073,Y29tLnNreW1vb25zLmtpdHRlbm1hdGNo,ignoreAppRotation
51074,Y29tLmxpbGl0aGdhbWUuaGdhbWUuZ3A=,ignoreAppRotation
51075,Y29tLnN0b3ZlLmVwaWM3Lmdvb2dsZQ==,ignoreAppRotation
51076,Y29tLnRpbnlidWlsZGdhbWVzLmhlbGxvbmVpZ2hib3I=,ignoreAppRotation
51077,Y29tLmJ1ZGdlc3R1ZGlvcy5nb29nbGVwbGF5LkJhcmJpZURyZWFtaG91c2U=,ignoreAppRotation
51078,dXMua3IuYmFzZWJhbGxuaW5l,ignoreAppRotation
51079,Y29tLm1hY3JvdmlkZW8udjM4MHBybw==,ignoreAppRotation
51080,Y29tLm1jdS5oaWxvb2s=,ignoreAppRotation
51081,ZnJlZS5vcy5qdW1wLnN1cGVyYnJvcy5hZHZlbnR1cmUud29ybGQ=,ignoreAppRotation
51082,Y29tLmR2bG9wZXIuZ3Jhbm55,ignoreAppRotation
51083,Y29tLmZpcnN0dG91Y2hnYW1lcy5zdG9yeQ==,ignoreAppRotation
51084,Y29tLmh5cGVyYmVhcmQuYWRvcmFibGVob21l,ignoreAppRotation
51085,Y29tLm1pbmljbGlwLmNhcnJvbQ==,ignoreAppRotation
51086,Y29tLm9yYW5nZS5raWRzcGlhbm8ubXVzaWMuc29uZ3M=,ignoreAppRotation
51087,Y29tLm9yY2Fjb3JwLndhcmdhbWU=,ignoreAppRotation
51088,Y29tLnZuZy5nNi5hLnpvbWJpZQ==,ignoreAppRotation
51089,Y29tLm5leG9uLm5zYy5tYXBsZW0=,ignoreAppRotation
51090,Y29tLmdhbWVkZXZsdGQubW9kZXJuc3RyaWtl,ignoreAppRotation
51091,Y29tLnNvdXRod2VzdGFpcmxpbmVzLm1vYmlsZQ==,ignoreAppRotation
51092,Y29tLnBsYXJpdW0ubWVjaGxlZ2lvbg==,ignoreAppRotation
51093,Y29tLmRldXNjcmFmdC5UdXJib1RlYW0=,ignoreAppRotation
51094,Y29tLm5la2tpLnNoYWRvd2ZpZ2h0,ignoreAppRotation
51095,Y29tLmdvb2RnYW1lc3R1ZGlvcy5iaWdmYXJtbW9iaWxlaGFydmVzdA==,ignoreAppRotation
51096,Y29tLnRvY2Fib2NhLnRvY2FraXRjaGVuMg==,ignoreAppRotation
51097,b3JnLnhibWMua29kaQ==,ignoreAppRotation
51098,Y29tLndlcmVmaXZlZ2FtZXMudHJkcw==,ignoreAppRotation
51099,Y29tLnplcHRvbGFiLmNhdHMuZ29vZ2xl,ignoreAppRotation
51100,Y29tLndpbGRsaWZlc3R1ZGlvcy5mcmVlLm9ubGluZS5nYW1lcy5zdXNwZWN0cw==,ignoreAppRotation
51101,Y29tLmdyYW1nYW1lcy5tZXJnZW1hZ2lj,ignoreAppRotation
51102,Y29tLmd0YXJjYWRlLmlvZS5nbG9iYWw=,ignoreAppRotation
51103,Y29tLnR1cmJvcmlsbGEuYmlrZS5yYWNpbmcubWFkc2tpbGxzbW90b2Nyb3NzMw==,ignoreAppRotation
51104,Y29tLmdhbWVsb2Z0LmFuZHJvaWQuQU5NUC5HbG9mdERPSE0=,ignoreAppRotation
51105,Y29tLnVjb29sLmhlcm8=,ignoreAppRotation
51106,b2NlYW4ubm9tYWQuc3Vydml2YWwuc2ltdWxhdG9y,ignoreAppRotation
51107,Y29tLnJvdmlvLmFuZ3J5YmlyZHNmcmllbmRz,ignoreAppRotation
51108,YnIuY29tLnRhcHBzLmJpZHdhcnMy,ignoreAppRotation
51109,Y29tLnNob3BlZS5teQ==,ignoreAppRotation
51110,Y29tLmhhaWt1LmFkdmVudHVyZS5lc2NhcGUuZ2FtZS5teXN0ZXJ5LnN0b3JpZXM=,ignoreAppRotation
51111,Y29tLnJvdmlvLmFiY2FzdWFs,ignoreAppRotation
51112,Y29tLnByb3hpbWFiZXRhLmJhaXlldXM=,ignoreAppRotation
51113,bmV0Lmtlcm55cy5hb29uaQ==,ignoreAppRotation
51114,Y29tLmNsb3ZlcmdhbWVzLmxvcmRvZmhlcm9lcw==,ignoreAppRotation
51115,Y29tLk5ITkVudC5ORHVlbGdv,ignoreAppRotation
51116,Y29tLmNqZW5tLk1vZG9vTWFyYmxlS2FrYW8=,ignoreAppRotation
51117,Y29tLnBlYXJsYWJ5c3MuYmxhY2tkZXNlcnRt,ignoreAppRotation
51118,Y29tLnRodW1iYWdlLmRla2Fyb24uZ29vZ2xl,ignoreAppRotation
51119,Y29tLnRlbmNlbnQudG1ncC5rci5jb2Rt,ignoreAppRotation
51120,Y29tLm5obmVudC5RcG9rZXI=,ignoreAppRotation
51121,Y29tLmtha2FvZ2FtZXMuZ2R0c2ty,ignoreAppRotation
51122,Y29tLnFvb2trYWdhbWUuc2d6emxiLmdwLmty,ignoreAppRotation
51123,Y29tLmNvbTJ1cy5wcm9iYXNlYmFsbDNkLm5vcm1hbC5mcmVlZnVsbC5nb29nbGUuZ2xvYmFsLmFuZHJvaWQuY29tbW9u,ignoreAppRotation
51124,Y29tLmV5b3VnYW1lLm1vbmc=,ignoreAppRotation
51125,Y29tLmNhbmR5c29mdC5TQlpvbWJpZXM=,ignoreAppRotation
51126,YnIuY29tLnZpdm8=,ignoreAppRotation
51127,Y29tLnBvbnRvbW9iaS5zbWlsZXM=,ignoreAppRotation
51128,Y29tLm5hdGhuZXR3b3JrLnhjaXB0dg==,ignoreAppRotation
51129,Y29tLmNkcHJvamVrdHJlZC5nd2VudA==,ignoreAppRotation
51130,cGwubG9va3NvZnQubWVkaWNvdmVy,ignoreAppRotation
51131,cGwudHZuLnBsYXllcg==,ignoreAppRotation
51132,cGwuaW5zeXMudHJ3YW10dg==,ignoreAppRotation
51133,Y29tLnp5bmdhLmZhcm12aWxsZTM=,ignoreAppRotation
51134,Y29tLmpkLmpkc3BvcnRz,ignoreAppRotation
51135,Y29tLnZvbGNhbm9mb3JjZS5sb3N0Lmdsb2JhbA==,ignoreAppRotation
51136,aXQudGVsZWNvbWl0YWxpYS5jZW50b2RpY2lhbm5vdmU=,ignoreAppRotation
51137,Y29tLmdhbWViYXNpY3Mub3Nt,ignoreAppRotation
51138,aXQuaHlwZS5hcHA=,ignoreAppRotation
51139,Y29tLm1lZGlvbGFudW0uYW5kcm9pZC5mdWxsYmFuY2E=,ignoreAppRotation
51140,aXQuZmFzY2lub3BndC5hbmRyb2lkLndpdHR5,ignoreAppRotation
51141,Y29tLm90aGVyZ3V5cy5qb3VybmV5cw==,ignoreAppRotation
51142,aXQubWlsaWFyaXMuZXJzYWx1dGU=,ignoreAppRotation
51143,Y29tLmZhbmF0ZWUubm9vZGxlcw==,ignoreAppRotation
51144,Y29tLkxheGFydXMuVGlnZXJCYWxs,ignoreAppRotation
51145,Y29tLm15LmhjLnJwZy5raW5nZG9tLnNpbXVsYXRvcg==,ignoreAppRotation
51146,b3JnLmZpbmRteWtpZHMuYXBw,ignoreAppRotation
51147,Y29tLmh1dGNoZ2FtZXMuY2NjZw==,ignoreAppRotation
51148,cnUuc2Jjcy5zdG9yZQ==,ignoreAppRotation
51149,Y29tLmRlbGl2ZXJ5Y2x1Yg==,ignoreAppRotation
51150,cnUudnRiLmludmVzdA==,ignoreAppRotation
51151,Y29tLm1lZ2FsYWJzLm1lZ2Fmb24udHY=,ignoreAppRotation
51152,Y29tLnVucmVhbGdhbWVzLlJhY2luZ2luQ2FyMjAyMA==,ignoreAppRotation
51153,Y29tLmJzYnBvcnRhbC5tdXNpYw==,ignoreAppRotation
51154,Y29tLmZzbi5uZHM=,ignoreAppRotation
51155,Y29tLnVhZW1vaS5zbWFydHNlcnZpY2Vz,ignoreAppRotation
51156,Y29tLnRlbmNlbnQuaWdsaXRl,ignoreAppRotation
51157,Y29tLm5hdWtyaUd1bGYuYXBw,ignoreAppRotation
51158,Y29tLnBpbmdhbi5wYXBk,ignoreAppRotation
51159,Y29tLmRpc25leS5zaGFuZ2hhaWRpc25leWxhbmRfZ29v,ignoreAppRotation
51160,Y29tLmxpdWxpc2h1by5lbmd6bw==,ignoreAppRotation
51161,Y29tLnh1ZWVyc2kucGFyZW50c21lZXRpbmc=,ignoreAppRotation
51162,Y29tLnhpbmhhbmcubW9iaWxlY2xpZW50,ignoreAppRotation
51163,Y29tLnNlYmxvbmcuaWRyZWFt,ignoreAppRotation
51164,Y29tLmV4Y2Vhbi5tdWx0aWFpZA==,ignoreAppRotation
51165,Y29tLnNoYW5iYXkuc2VudGVuY2U=,ignoreAppRotation
51166,Y29tLnBwbGl2ZS5hbmRyb2lkcGhvbmUuc3BvcnQ=,ignoreAppRotation
51167,Y29tLnRlbmNlbnQueHJpdmVy,ignoreAppRotation
51168,Y29tLnRlbmNlbnQucXFtdXNpY3JlY29nbml0aW9u,ignoreAppRotation
51169,Y29tLnlpdGFudGVjaC5nYWlnYWk=,ignoreAppRotation
51170,Y29tLmRkbmFwYWxvbi5jYWxjdWxhdG9yLmdw,ignoreAppRotation
51171,YXBwLnNvdXJjZS5nZXRjb250YWN0,ignoreAppRotation
51172,Y29tLnBlb3BsZWZ1bi53b3Jkc2VhcmNo,ignoreAppRotation
51173,ZHJvb20uc2xlZXBJZlVDYW4=,ignoreAppRotation
51174,Y29tLmdldGly,ignoreAppRotation
51175,YnIuY29tLmludGVybWVkaXVt,ignoreAppRotation
51176,bmV0LndyaWdodGZseWVyLmxlLnJlYWxpdHk=,ignoreAppRotation
51177,Y29tLmVtYXJ0LnRvZGF5,ignoreAppRotation
51178,Y29tLnZlbm1v,ignoreAppRotation
51179,Y29tLnhmaW5pdHkuY2xvdWR0dnI=,ignoreAppRotation
51180,YnIuY29tLmJyYWlud2ViLmlmb29k,ignoreAppRotation
51181,YnIuY29tLnVvbC5wcy5teWFjY291bnQ=,ignoreAppRotation
51182,Y29tLmdtLmRlY29sYXI=,ignoreAppRotation
51183,YnIuY29tLnZvZWF6dWw=,ignoreAppRotation
51184,YnIuY29tLmNvcnJlaW9zLnByZWF0ZW5kaW1lbnRv,ignoreAppRotation
51185,Y29tLml0YXUuaXRp,ignoreAppRotation
51186,YnIuY29tLnNreS5zZWxmY2FyZQ==,ignoreAppRotation
51187,Y29tLmd2dC5taW5oYWd2dC5lbnRlcnByaXNl,ignoreAppRotation
51188,cGwuYXVkaW90b3VyLmdkYW5zaw==,ignoreAppRotation
51189,YWlyLklUVk1vYmlsZVBsYXllcg==,ignoreAppRotation
51190,Y29tLnZpcmdpbm1vbmV5LnVrLm1vYmlsZS5hbmRyb2lk,ignoreAppRotation
51191,aXQuc2t5LmFueXdoZXJl,ignoreAppRotation
51192,aXQuaXRhbGlhb25saW5lLm1haWw=,ignoreAppRotation
51193,aXQudGVsZWNvbWl0YWxpYS5jdWJvdmlzaW9u,ignoreAppRotation
51194,Y29tLmx5bnhzcGEucHJvbnRvdHJlbm8=,ignoreAppRotation
51195,aXQuZnJvZ2d5LnRnY29t,ignoreAppRotation
51196,aXQubWVkaWFtYXJrZXQubWVkaWF3b3JsZA==,ignoreAppRotation
51197,Y29tLmVuaS5lbmlsaXZl,ignoreAppRotation
51198,aXQubGVyb3ltZXJsaW4uZmVzdGFkZWxicmljb2xhZ2U=,ignoreAppRotation
51199,Y29tLmZ1dGJpbg==,ignoreAppRotation
51200,Y29tLmNoYXRpdW0uYXBw,ignoreAppRotation
51201,Y29tLmFwZWdyb3VwLm1jZG9uYWxkc3J1c3NpYQ==,ignoreAppRotation
51202,cnUuYnVyZ2Vya2luZw==,ignoreAppRotation
51203,cnUuZ29vZHMubWFya2V0cGxhY2U=,ignoreAppRotation
51204,cnUuczcuYW5kcm9pZA==,ignoreAppRotation
51205,bmV0Lm1iYy5zaGFoaWQ=,ignoreAppRotation
51206,YWUudWFlcGFzcy5tYWluYXBw,ignoreAppRotation
51207,Y29tLnNlY3VyZS5jcnlwdG92cG4=,ignoreAppRotation
51208,Y29tLm9wZW5zb29xLk9wZW5Tb29x,ignoreAppRotation
51209,Y29tLm5vcnEuc2hvcGV4LnNoYXJhZg==,ignoreAppRotation
51210,Y29tLmRlbGl2ZXJ5X3Nob3BfNWthMjQuZGVsaXZlcnlfc2hvcF81a2E=,ignoreAppRotation
51211,Y29tLmNoaW5hbXdvcmxkLm1haW4=,ignoreAppRotation
51212,Y29tLmx1Y2t5Lmx1Y2t5Y2xpZW50,ignoreAppRotation
51213,Y29tLmFsaWJhYmEuYWlsYWJzLnRn,ignoreAppRotation
51214,Y29tLmVoYWk=,ignoreAppRotation
51215,Y29tLm15bW9uZXk=,ignoreAppRotation
51216,Y29tLnR1bml1LmFwcC51aQ==,ignoreAppRotation
51217,Y29tLmt3YWkubTJ1,ignoreAppRotation
51218,c2luYS5tb2JpbGUudGlhbnFpdG9uZw==,ignoreAppRotation
51219,Y29tLnVubm9vLnF1YW4=,ignoreAppRotation
51220,Y29tLmZhbmxpLmFuZHJvaWQuYXBwcw==,ignoreAppRotation
51221,Y29tLmdhbGF4eS5zdG9jaw==,ignoreAppRotation
51222,cnd5LmJhb2FuLm5ldHN1cGVydmlzb3I=,ignoreAppRotation
51223,Y29tLnZjcmVkaXQuZGRjYXNo,ignoreAppRotation
51224,Y29tLmhhb2RmLmFuZHJvaWQ=,ignoreAppRotation
51225,Y29tLmhjYy5hcHA=,ignoreAppRotation
51226,Y29tLmNtY20uY2Z3YWxscGFwZXI=,ignoreAppRotation
51227,Y29tLmNwaWMuc3hieHhl,ignoreAppRotation
51228,Y29tLnl1YW50aWt1LnR1dG9y,ignoreAppRotation
51229,Y29tLnRhZHUucmVhZA==,ignoreAppRotation
51230,Y29tLm5lcHR1bmUudG1hcA==,ignoreAppRotation
51231,Y29tLmppZmVuLnF1a2Fu,ignoreAppRotation
51232,Y29tLnNodXF1LmJhbnlhbg==,ignoreAppRotation
51233,Y29tLnNoZW5naHVvcXVhbg==,ignoreAppRotation
51234,Y29tLmltbW9tby52Y2hhdA==,ignoreAppRotation
51235,Y29tLm1lbmd0dWlhcHAubWFsbA==,ignoreAppRotation
51236,Y29tLnlpdG9uZy5mam54Lm1iYW5rLmFuZHJvaWQ=,ignoreAppRotation
51237,Y29tLmVhcnRoLmJkc3BhY2U=,ignoreAppRotation
51238,Y29tLnFkdGV2Yy50ZWxkLmFwcA==,ignoreAppRotation
51239,Y29tLnF1bmhlLmRlc2lnbmVy,ignoreAppRotation
51240,Y29tLnBlb3BsZXRlY2gucGVvcGxlcGx1cw==,ignoreAppRotation
51241,Y29tLmNoYW96aC5pUmVhZGVyLmRq,ignoreAppRotation
51242,Y29tLm9jZWFuc29mdC5nenBvbGljZQ==,ignoreAppRotation
51243,Y29tLmh5dGNoLmZ0dGhlbWVwYXJr,ignoreAppRotation
51244,Y29tLnl1bmNoZWFwcC5hbmRyb2lkLnBlYXJs,ignoreAppRotation
51245,Y29tLnRpZ2VyYnJva2Vycy5zdG9jaw==,ignoreAppRotation
51246,Y24uY29tLmxhbmdlYXN5LkxhbmdFYXN5TGV4aXM=,ignoreAppRotation
51247,Y29tLm5pdS5jbG91ZA==,ignoreAppRotation
51248,Y29tLnRlbmNlbnQuZ2FtZWhlbHBlci5wZw==,ignoreAppRotation
51249,Y29tLnRmc215LmFwcHMuYW5kcm9pZC50ZnNteQ==,ignoreAppRotation
51250,Z292Lnp3Zncuc2Ftci5kanpj,ignoreAppRotation
51251,Y29tLm15Z29sYnMubXlidXM=,ignoreAppRotation
51252,Y24ubWlzc2ZyZXNoLmFwcGxpY2F0aW9u,ignoreAppRotation
51253,Y29tLnNzLmFuZHJvaWQuaG9tZWQ=,ignoreAppRotation
51254,Y29tLnNzLmFuZHJvaWQuaG9tZWQ=,ignoreAppRotation
51255,Y24ubWlzc2ZyZXNoLmFwcGxpY2F0aW9u,ignoreAppRotation
51256,Y29tLm15Z29sYnMubXlidXM=,ignoreAppRotation
51257,Z292Lnp3Zncuc2Ftci5kanpj,ignoreAppRotation
51258,Y29tLnRlbmNlbnQuZ2FtZWhlbHBlci5wZw==,ignoreAppRotation
51259,Y29tLmR1b3NlY3VyaXR5LmR1b21vYmlsZQ==,ignoreAppRotation
51260,Y29tLmR4bS5ub3B1enpsZQ==,ignoreAppRotation
51261,Y29tLmZpdG5vdy5sb3NlaXQ=,ignoreAppRotation
51262,Y29tLmNhcnMuYW5kcm9pZA==,ignoreAppRotation
51263,Y29tLnViZXJjYWIuZHJpdmVy,ignoreAppRotation
51264,YnIuY29tLm51dHJvci5hcHA=,ignoreAppRotation
51265,Y29tLndpbGxpYW1oaWxsLnNwb3J0cy5hbmRyb2lk,ignoreAppRotation
51266,Y29tLnViZXJjYWIuZHJpdmVy,ignoreAppRotation
51267,Y29tLmFsb2hhbW9iaWxlLmJyb3dzZXI=,ignoreAppRotation
51268,Y29tLmJhaWR1LkJhaWR1TWFw,ignoreAppRotation
51269,Y29tLmdvdG9rZWVwLmtlZXA=,ignoreAppRotation
51270,Y29tLmljYmM=,ignoreAppRotation
51271,Y29tLmNhaW5pYW8ud2lyZWxlc3M=,ignoreAppRotation
51272,Y29tLnNvaHUuaW5wdXRtZXRob2Quc29nb3U=,ignoreAppRotation
51273,Y29tLnRlbmNlbnQuZ2FtZWhlbHBlci5zbW9iYQ==,ignoreAppRotation
51274,Y29tLnRlbmNlbnQucXFwaW1zZWN1cmU=,ignoreAppRotation
51275,Y29tLnVtZXRyaXAuYW5kcm9pZC5tc2t5LmFwcA==,ignoreAppRotation
51276,Y29tLnh0LnJldG91Y2g=,ignoreAppRotation
51277,Y29tLm1heC54aWFvaGVpaGU=,ignoreAppRotation
51278,Y29tLmxpbmdhbi5zZWV5b3U=,ignoreAppRotation
51279,Y29tLmpkZC5tb3RvcmZhbnM=,ignoreAppRotation
51280,Y24uamo=,ignoreAppRotation
51281,Y29tLnN1bmJveHNvZnQuY2hhcmdlLmluc3RpdHV0ZQ==,ignoreAppRotation
51282,Y29tLnlvdWxvZnQuY2FsZW5kYXI=,ignoreAppRotation
51283,Y24ueGlhb2NodWFua2VqaS50aWViYQ==,ignoreAppRotation
51284,Y29tLmJhaWR1Lndlbmt1,ignoreAppRotation
